,MR,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem
192,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""12"",day=""26"",month=""2"",year=""2021"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2021, VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndio no dia.","No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido.",,,,,,,
193,"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]","São registrados, no total, cento e noventa e dois mil novecentos e setenta e cinco mortes e 4.239.763 casos de #COVID19 no Brasil.",,,,,,,
194,"[COVID19] [INTENTS] NEW_CASES(cases=""82558"",highest=""False"") [SEP] TOTAL_CASES(cases=""12407323"") [HISTORY] O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","São registrados 82.425 novos casos de #COVID19 no país, totalizando 12.407.323 casos confirmados.",,,,,,,
195,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""80"",day=""11"",month=""2"",year=""2021"") [HISTORY] CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",A Amazônia teve 80 focos de queimadas e foi o bioma mais atingido.,,,,,,,
196,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.74"") [SEP] NEW_CASES(cases=""52385"",highest=""False"") [SEP] TOTAL_CASES(cases=""7163912"") [HISTORY] [PARAGRAPH]","O Brasil registra 52.385 novos casos de #COVID19, somando sete milhões seiscentos e trinta e três mil novecentos e doze casos no total e crescimento de 0,74 por cento em relação ao dia anterior.",,,,,,,
197,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""80.19"",city=""Sao Felix do Xingu"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] Em 1 de julho de 2020, o Instituto Nacional de Pesquisas Espaciais reportou avisos de desmatamento somando 3,60 km² em Sao Felix do Xingu / Pará, que acumulou 12 dias de alertas.","  Sao Felix do Xingu acumula 80,19 km² em julho. ",,,,,,,
198,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.83"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""0.56"") [HISTORY] [PARAGRAPH]","Nas últimas 24 horas, o número de infecções confirmadas teve crescimento de 0,83% e o número de óbitos alta de 0,56%.",,,,,,,
199,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""51.07"",city=""Altamira"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] Pará foi o estado mais atingido pelo desmatamento, com 177,84 km².","  O município mais atingido foi Altamira / Pará (51,07 km²). ",,,,,,,
200,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Manicore"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","A principal causa dos alertas de desmatamento foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",,,,,,,
201,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9230016"") [SEP] TOTAL_DEATHS(deaths=""225143"") [HISTORY] [PARAGRAPH]","  São registrados, no total, 25353 mortes e 925.016 casos de #COVID19 no Brasil. ",,,,,,,
202,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""12"",day=""4"",month=""3"",year=""2021"") [HISTORY] JEQUIÁ DA PRAIA / ALAGOAS, em Mata Atlântica, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",  A Amazônia teve 12 focos de queimadas e foi o bioma mais atingido. ,,,,,,,
203,"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]","  São registrados, no total, 139.565 mortes e 4.329.563 casos de #COVID19 no Brasil. ",,,,,,,
204,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""2.69"",city=""Sao Felix do Araguaia"",daily_accumulation=""4"",day=""19"",location=""deter-amz"",month=""8"",state=""MT"",year=""2020"") [HISTORY] [PARAGRAPH]","  Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), Sao Felix do Araguaia / Mato Grosso teve alertas de desmatamento no dia 19 de agosto de dois mil e vinte que somaram 2,69 km². ",,,,,,,
205,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""5"",day=""25"",month=""12"",year=""2020"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 25 de dezembro de 2020, CERRO AZUL / PARANÁ, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 2 focos de incêndio no dia.",Mata Atlântica teve 5 focos de queimadas e foi o bioma mais atingido.,,,,,,,
206,"[COVID19] [INTENTS] TOTAL_DEATHS(deaths=""185687"") [HISTORY] O Brasil registra 52.385 novos casos de #COVID19, somando 7.163.912 casos no total e aumento de 0,74% em relação ao dia anterior.",  É registrado um total de 175.867 mortes confirmadas por #COVID19 no país. ,,,,,,,
207,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pampa"",cases=""5"",city=""PIRATINI"",day=""16"",month=""3"",state=""RIO GRANDE DO SUL"",year=""2021"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.","  PIRATINI / RIO GRANDE DO SUL, em Pampa, foi a cidade mais atingida, acumulando 5 focos de incêndio no dia. ",,,,,,,
208,"[COVID19] [INTENTS] TOTAL_CASES(cases=""1370488"") [SEP] TOTAL_DEATHS(deaths=""58385"") [HISTORY] [PARAGRAPH]","  São registrados, no total, 58.455 mortes e 1.370.480 casos de #COVID19 no Brasil. ",,,,,,,
209,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""11.79"",city=""Altamira"",daily_accumulation=""11"",day=""21"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""108.39"",city=""Altamira"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O monitoramento do Instituto Nacional de Pesquisas Espaciais alertou o desmatamento de 11,79 km² no município de Altamira / Pará no dia 21 de julho de 2020 - Altamira já teve alertas de desmatamento em 11 dias desse mês, totalizando 108,39 km² de desmatamento. ",,,,,,,
210,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""2.69"",city=""Sao Felix do Araguaia"",daily_accumulation=""4"",day=""19"",location=""deter-amz"",month=""8"",state=""MT"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 19 de agosto de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 2,69 km2 em Sao Felix do Araguaia / Mato Grosso, acumulando 4 dias com alertas no mês na região.",,,,,,,
211,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.83"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""0.56"") [HISTORY] [PARAGRAPH]","  Nas últimas 24 horas, o número de infecções confirmadas teve crescimento de 0,83% e o número de óbitos alta de 0,56%. ",,,,,,,
212,"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]",O Brasil soma 4.239.763 casos de #COVID19 e 129.575 mortes ocasionadas pelo vírus.,,,,,,,
213,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",,,,,,,
214,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""6"",city=""POCONÉ"",day=""4"",month=""1"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 43 focos de queimadas no território brasileiro.","POCONÉ / MATO GROSSO, no bioma Pantanal, foi a cidade mais atingida, acumulando 6 focos de incêndio no dia.",,,,,,,
215,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""5.16"",city=""Rio Branco"",location=""deter-amz"",month=""6"",state=""AC"",year=""2020"") [HISTORY] O desmatamento com solo exposto, que deixa o solo sem vegetação, foi a principal causa de desmatamento.",O município de Rio Branco / Acre soma cinco vírgula um 6 km2 desmatar no mês de junho de dois mil e vinte.,,,,,,,
216,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.76"") [SEP] NEW_CASES(cases=""89409"",highest=""False"") [SEP] TOTAL_CASES(cases=""11877009"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 290.525, com 2.730 novos óbitos, representando uma alta diária de 0,95%.","Os casos de infecção pelo vírus alcançam 11.874.009, uma alta diária de 0,76%, representada por 89.409 novos casos.",,,,,,,
217,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""35.93"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","A Unidade de Conservação onde teve mais desmatamento foi a FLORESTA NACIONAL DO JAMANXIM/PA 35,93 km2 de área desmatada.",,,,,,,
218,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.43"",city=""Caroebe"",daily_accumulation=""8"",day=""10"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""3.26"",city=""Caroebe"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 1,43 km2 no município de Caraebe / Roraima no dia 10 de setembro de 2020 - Caraebe já teve alertas de desmatamento em 8 dias desse mês, totalizando 3,26 km2 de desmatamento.",,,,,,,
219,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.83"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""0.56"") [HISTORY] [PARAGRAPH]","O Brasil registra aumento diário de 0,83 por cento na quantidade de casos e de 0,56 por cento na quantidade de óbitos por #COVID19.",,,,,,,
220,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""1659.45"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] [PARAGRAPH]","Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km2 foram desmatados na Amazônia Legal, em julho de 2020.",,,,,,,
221,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""5.16"",city=""Rio Branco"",location=""deter-amz"",month=""6"",state=""AC"",year=""2020"") [HISTORY] O desmatamento com solo exposto, que deixa o solo sem vegetação, foi a principal causa de desmatamento.","  No mês de junho, Rio Branco acumula 5,16 km² de área desmatada. ",,,,,,,
222,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.76"") [SEP] NEW_CASES(cases=""89409"",highest=""False"") [SEP] TOTAL_CASES(cases=""11877009"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 290.525, com 2.730 novos óbitos, representando uma alta diária de 0,95%.","Os casos de infecção pelo vírus alcançam 11.877.079, uma alta diária de 0,76%, representada por 89.459 novos casos.",,,,,,,
223,"[DEFORESTATION_MONTH] [INTENTS] LAST_MONTH_VARIATION_DEFORESTATION(location=""deter-amz"",month=""7"",variation=""59.05"",year=""2020"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km² foram desmatados na Amazônia Legal, em julho de 2020.","Comparado com o mês anterior, o desmatamento aumentou 59,05 por cento.",,,,,,,
224,"[COVID19] [INTENTS] TOTAL_CASES(cases=""850796"") [SEP] TOTAL_DEATHS(deaths=""42791"") [HISTORY] [PARAGRAPH]",O Brasil chega a 850.796 casos e contabiliza 42.791 mortes pela doença.,,,,,,,
225,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.76"") [SEP] NEW_CASES(cases=""89409"",highest=""False"") [SEP] TOTAL_CASES(cases=""11877009"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 290.525, com 2.730 novos óbitos, representando uma alta diária de 0,95%.","Os casos de infecção pelo vírus alcançam 11.877.009, uma alta diária de 0,76 por cento, representada por 89.409 novos casos.",,,,,,,
226,"[COVID19] [INTENTS] NEW_CASES(cases=""68656"",highest=""False"") [SEP] NEW_DEATHS(deaths=""1151"",highest=""False"") [SEP] TOTAL_CASES(cases=""8326115"") [SEP] TOTAL_DEATHS(deaths=""207160"") [HISTORY] O Brasil registra aumento diário de 0,83% na quantidade de casos e de 0,56% na quantidade de óbitos por #COVID19.","De ontem para hoje foram contabilizados mais oitenta e seis mil oitocentos e cinquenta e seis novos casos e mil cento e cinquenta novas mortes, totalizando oito milhões trezentos e trinta e dois mil cento e quinze casos e duzentos e sete mil cento e cinquenta mortes pela doença.",,,,,,,
227,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.84"",city=""Sao Francisco do Guapore"",daily_accumulation=""5"",day=""25"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","Em 25 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) reportou avisos de desmatamento somando 1,84 km2 em Sao Francisco do Guapore / Rondônia, que acumulou 5 dias de alertas.",,,,,,,
228,"[COVID19] [INTENTS] TOTAL_CASES(cases=""1370488"") [SEP] TOTAL_DEATHS(deaths=""58385"") [HISTORY] [PARAGRAPH]","  São registrados, no total, 58.385 mortes e um milhão setecentos e setenta mil quatrocentos e oitenta e oito casos de #COVID19 no Brasil. ",,,,,,,
229,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.83"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""0.56"") [HISTORY] [PARAGRAPH]","O Brasil registra aumento diário de 0,83 por cento na quantidade de casos e de 0,56 por cento na quantidade de óbitos por #COVID19.",,,,,,,
230,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",O bioma Cerrado teve 16 focos de queimada e foi o bioma mais atingido no dia.,,,,,,,
231,"[COVID19] [INTENTS] NEW_CASES(cases=""68656"",highest=""False"") [SEP] NEW_DEATHS(deaths=""1151"",highest=""False"") [SEP] TOTAL_CASES(cases=""8326115"") [SEP] TOTAL_DEATHS(deaths=""207160"") [HISTORY] O Brasil registra aumento diário de 0,83% na quantidade de casos e de 0,56% na quantidade de óbitos por #COVID19.","De ontem para hoje foram contabilizados mais sessenta e seis mil quinhentos e sessenta e seis novos casos e mil cento e onze novas mortes, totalizando 8.326.115 casos e 207.160 mortes pela doença.",,,,,,,
232,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9550301"") [SEP] TOTAL_DEATHS(deaths=""232248"") [HISTORY] [PARAGRAPH]","  São registrados, no total, 232.248 mortes e 9.550.301 casos de #COVID19 no Brasil. ",,,,,,,
233,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.84"",city=""Sao Francisco do Guapore"",daily_accumulation=""5"",day=""25"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 25 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam 1,84 km2 em Sao Francisco do Guapore / Rondônia, acumulando 5 dias com alertas no mês na região.",,,,,,,
234,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9550301"") [SEP] TOTAL_DEATHS(deaths=""232248"") [HISTORY] [PARAGRAPH]",  O Brasil soma nove milhões quinhentos e cinquenta e um mil trezentos e um casos de #COVID19 e 232.248 mortes ocasionadas pelo vírus. ,,,,,,,
235,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""Novo Progresso"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]",A principal causa dos alertas de desmatamento foi a mineração.,,,,,,,
236,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""1659.45"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] [PARAGRAPH]",Um total de 165.945 km2 de desmatamento na Amazônia legal foi detectado no mês de julho de 2020 pelo Instituto Nacional de Pesquisas Espaciais (INPE).,,,,,,,
237,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""3.61"") [SEP] NEW_CASES(cases=""40131"",highest=""False"") [SEP] TOTAL_CASES(cases=""1151479"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 52.771, com 1.364 novos óbitos, representando um aumento diário de 2,65%.","São registrados ao todo onze milhões quinhentos e catorze mil quatrocentos e setenta e nove casos da doença, uma alta diária de 3,61 por cento, representada por quarenta mil e trinta e um novos casos.",,,,,,,
238,"[COVID19] [INTENTS] TOTAL_CASES(cases=""5632505"") [SEP] TOTAL_DEATHS(deaths=""162035"") [HISTORY] [PARAGRAPH]",O Brasil chega a 5.832.560 casos e contabiliza 162.235 mortes pela doença.,,,,,,,
239,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""1659.45"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] [PARAGRAPH]","O Pará foi o estado que mais teve desmatamento (166,45 km2).",,,,,,,
240,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""21.51"",city=""Ruropolis"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] No dia 5 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 7,54 km² em Ruropolis / Pará, acumulando 9 dias com alertas no mês na região.","  Ruropolis somou 21,51 km² de área desmatada em setembro. ",,,,,,,
241,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""2"",city=""PEDRO GOMES"",day=""27"",month=""2"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 21 focos de queimadas no território brasileiro.","PATO GROSSO DO SUL / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",,,,,,,
242,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pampa"",cases=""5"",city=""PIRATINI"",day=""16"",month=""3"",state=""RIO GRANDE DO SUL"",year=""2021"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.","PIRATINI / RIO GRANDE DO SUL, em Pampa, foi a cidade mais atingida, acumulando 5 focos de incêndio.",,,,,,,
243,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""2.69"",city=""Sao Felix do Araguaia"",daily_accumulation=""4"",day=""19"",location=""deter-amz"",month=""8"",state=""MT"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 19 de agosto de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) registrou alertas de desmatamento somando 2,69 km2 em Sao Felix do Araguaia / Mato Grosso, que acumula 4 dias com alertas no mês.",,,,,,,
244,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Manicore"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","A principal causa dos alertas de desmatamento foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",,,,,,,
245,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""177.84"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","  O Pará foi o estado que mais teve desmatamento (177,84 km²). ",,,,,,,
246,"[COVID19] [INTENTS] NEW_CASES(cases=""68656"",highest=""False"") [SEP] NEW_DEATHS(deaths=""1151"",highest=""False"") [SEP] TOTAL_CASES(cases=""8326115"") [SEP] TOTAL_DEATHS(deaths=""207160"") [HISTORY] O Brasil registra aumento diário de 0,83% na quantidade de casos e de 0,56% na quantidade de óbitos por #COVID19.","  De ontem para hoje foram contabilizados mais 68.656 novos casos e 1.151 novas mortes, totalizando 8.326.115 casos e 207.160 mortes pela doença. ",,,,,,,
247,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""3"",city=""VALENÇA"",day=""26"",month=""2"",state=""BAHIA"",year=""2021"") [HISTORY] [PARAGRAPH]","Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2021, VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndio no dia.",,,,,,,
248,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.84"",city=""Sao Francisco do Guapore"",daily_accumulation=""5"",day=""25"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","Em 25 de setembro de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais reportou avisos de desmatamento somando 1,84 km2 em Sao Francisco do Guapore / Rondônia, que acumulou 5 dias de alertas.",,,,,,,
249,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""Novo Progresso"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo foi mineração, devido à ação de garimpos na floresta.",,,,,,,
250,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.76"") [SEP] NEW_CASES(cases=""89409"",highest=""False"") [SEP] TOTAL_CASES(cases=""11877009"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 290.525, com 2.730 novos óbitos, representando uma alta diária de 0,95%.","  São registrados ao todo 11.887.979 casos da doença, uma alta diária de 0,76%, representada por 89.599 novos casos. ",,,,,,,
251,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""8"",city=""PORTO MURTINHO"",day=""1"",month=""4"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] Mata Atlântica teve 26 focos de incêndio e foi o bioma mais atingido no dia 1 de abril de 2021.","  PORTO MURTINHO / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 8 focos de incêndio no dia. ",,,,,,,
252,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""22"",day=""26"",month=""2"",year=""2021"") [HISTORY] No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido.","Ao todo, no dia 26 de fevereiro de 2 mil e vinte, o INPE registrou 22 focos de queimadas no território brasileiro.",,,,,,,
253,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.43"",city=""Caroebe"",daily_accumulation=""8"",day=""10"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""3.26"",city=""Caroebe"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [HISTORY] [PARAGRAPH]","  O monitoramento do Instituto Nacional de Pesquisas Espaciais alertou o desmatamento de 1,43 km² no município de Guapore / Roraima no dia 10 de setembro de 2020 - Guapore já teve alertas de desmatamento em 8 dias desse mês, totalizando 3,26 km² de desmatamento. ",,,,,,,
254,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""72.67"",city=""Altamira"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Altamira / Pará foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","  Altamira acumula 72,67 km² de área desmatada no mês de agosto de dois mil e vinte. ",,,,,,,
255,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",  O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido. ,,,,,,,
256,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""80.19"",city=""Sao Felix do Xingu"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] Em 1 de julho de 2020, o Instituto Nacional de Pesquisas Espaciais reportou avisos de desmatamento somando 3,60 km² em Sao Felix do Xingu / Pará, que acumulou 12 dias de alertas.","Sao Felix do Xingu acumula 80,19 km2 em julho.",,,,,,,
257,"[COVID19] [INTENTS] TOTAL_CASES(cases=""5496402"") [SEP] TOTAL_DEATHS(deaths=""159033"") [HISTORY] [PARAGRAPH]",O Brasil soma 5.496.402 casos de #COVID19 e 159.033 mortes ocasionadas pelo vírus.,,,,,,,
258,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pampa"",cases=""5"",city=""PIRATINI"",day=""16"",month=""3"",state=""RIO GRANDE DO SUL"",year=""2021"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.","PIRATINI / RIO GRANDE DO SUL, em Pampa, foi a cidade mais atingida, acumulando 5 focos de incêndio no dia.",,,,,,,
259,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""11"",city=""FELIZ NATAL"",day=""26"",month=""11"",state=""MATO GROSSO"",year=""2020"") [HISTORY] [PARAGRAPH]","  Segundo dados do Instituto Nacional de Pesquisas Espaciais(INPE) sobre queimadas no território brasileiro, hoje (26 de novembro), a Amazônia registrou 11 focos de queimadas e foi o bioma mais atingido. ",,,,,,,
260,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""9.08"",city=""Uruara"",daily_accumulation=""5"",day=""8"",location=""deter-amz"",month=""6"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 8 de junho de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 9,08 km2 em Uruara / Pará, que acumula 5 dias com alertas no mês.",,,,,,,
261,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""9.08"",city=""Uruara"",daily_accumulation=""5"",day=""8"",location=""deter-amz"",month=""6"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 8 de junho de 2020, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam 9,08 km2 em Uruara / Pará, acumulando 5 dias com alertas no mês na região.",,,,,,,
262,"[COVID19] [INTENTS] NEW_CASES(cases=""82558"",highest=""False"") [SEP] TOTAL_CASES(cases=""12407323"") [HISTORY] O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","Com 82.558 novos casos, o país chega a doze milhões duzentos e quarenta e três mil setecentos e vinte e três infectados pela doença.",,,,,,,
